	1320
solicitation	1
solid	4
solidarity	1
solidly	1
solitary	3
solitudes	1
solo	1
solomon	1
solomons	1
soluble	3
solution	6
solve	1
solved	2
solving	1
some	80
somebody	1
someone	1
something	8
sometimes	15
somewhat	5
somnolent	1
son	14
sons	7
soon	16
sooner	1
soothsaying	1
sooty	1
sordid	1
sorely	2
sorts	1
sotelo	2
sotomayor	4
sought	3
soul	1
sound	12
sounding	1
soundings	1
soup	4
source	7
sources	2
soured	1
sourish	1
south	316
southeast	1
southeastward	1
southerly	30
southern	26
southerners	2
southernmost	3
southward	6
southwards	8
southwest	4
southwesterly	1
southwestern	2
sovereignty	1
sowing	1
sown	2
space	7
spaces	2
spacious	1
spade	1
spain	122
spaniard	11
spaniards	64
spanish	195
spare	3
spared	2
spark	1
sparkling	1
sparrows	1
speak	3
speakers	3
speaking	5
speaks	6
spear	1
special	26
specialised	1
specially	5
specialties	1
specie	3
specified	2
specimen	1
specimens	6
speciosa_	1
specious	1
speck	1
spectacular	4
speculated	1
speculator	1
speech	8
speeches	1
speed	3
speedily	3
speedy	4
spelling	1
spelt	1
spend	4
spending	4
spent	7
sphere	1
spice	5
spices	3
spicy	1
spider	1
spike	3
spilbergen	3
spinning	2
spiny	3
spires	1
spirit	11
spirited	2
spirits	5
spiritual	1
spiritus_	1
spite	10
spithead	1
splendid	14
splendidly	1
split	1
spoiled	1
spoils	1
spoke	3
spoken	2
spoliation	1
spontaneous	1
spontaneously	1
spoons	1
sport	4
sporting	3
sports	1
spot	15
spots	4
sprake	1
sprang	1
spread	15
spreading	3
spring	6
springs	3
springtime	1
sprinkling	1
spruce	1
sprung	1
spry	1
spun	1
spur	2
spurs	11
spurt	3
sq	1
squadron	10
squadrons	2
squall	1
squalls	1
square	18
sr	1
st	7
stability	2
stable	1
stacks	1
staff	1
stage	4
stages	2
staggering	1
stagnation	1
stake	2
staked	1
stalk	2
stalks	1
stamens	1
stamp	1
stamped	1
stamping	1
stand	14
standard	10
standing	7
standpoint	1
stands	11
staples	1
star_	1
stark	1
stars	2
start	5
started	5
starting	1
starts	1
starvation	4
starved	1
starving	7
state	42
stated	8
stately	1
statement	2
statements	2
staten	1
states	67
statesmen	1
stating	2
station	13
stationary	1
stations	1
statistical	1
statistics	12
statue	3
statues	11
statues_	1
statuettes	1
status	7
stay	3
stayed	4
steadily	7
steady	6
stealing	1
steam	9
steamer	2
steamers	15
steaming	1
steamship	6
steeds	1
steel	4
steep	4
steering	1
stem	6
step	2
steps	2
sterile	3
sterility	1
sterling	16
stew	3
steward	1
stewed	2
stews	2
sticks	3
stifle	1
stifled	1
still	76
stillness	1
stills	1
stimulate	1
stimulated	1
stimulating	2
stimulus	3
stipulates	1
stirred	1
stirrups	1
stock	11
stocked	2
stocking	1
stocks	7
stomachic	1
stone	19
stonehenge	1
stones	6
stony	2
stood	16
stoope	1
stop	4
stoppage	1
stopped	3
stopping	3
storage	1
store	8
stored	1
storehouse	1
storehouses	1
stores	20
stories	8
storm	9
stormed	1
storms	12
stormswept	1
stormy	7
story	20
stout	3
stradling	1
straggled	1
straggling	1
straight	3
straightforward	3
strain	2
strains	1
strait	80
straits	7
strange	15
strangely	2
stranger	5
strangers	11
strata	2
strategically	1
stratum	2
straw	1
strawberries	1
strawberry	3
stray	1
strayed	1
stream	19
streams	12
street	6
streets	8
strength	15
strengthen	1
strengthened	2
strengthening	1
stress	4
stretch	6
stretched	1
stretches	5
stretching	1
strewn	4
stricken	1
strict	4
strictly	5
stride	3
strides	1
strife	1
strike	5
strikers	2
strikes	3
striking	14
strikingly	1
string	4
strings	1
strip	22
stripped	2
strips	1
stroke	4
strokes	3
strong	39
stronger	2
strongest	1
stronghold	11
strongholds	1
strongly	6
struck	3
struggle	15
struggled	2
struggles	3
struggling	1
stubborn	1
studded	1
student	1
students	2
studied	3
studies	5
study	7
stultified	1
stumps	3
stupid	1
sturdy	10
style	1
suarez	1
suavity	1
sub	6
subdue	1
subercaseaux	3
subject	7
subjection	1
subjects	3
submarine	1
submarines	2
submergence	1
submission	3
submit	1
submitted	1
subordinate	1
suborning	1
subscribe	1
subscribing	1
subsequent	3
subsequently	8
subsidence	1
subsidiary	2
subsist	1
substance	2
substantial	3
substantially	1
substations	1
substitute	2
subterranean	2
suburb	4
succeed	3
succeeded	6
succeeding	6
success	12
successful	7
successfully	3
succession	6
successive	2
successively	1
successor	5
successors	1
succulent	1
succumbed	1
such	95
sud	3
sudden	3
suddenly	5
sudermann	1
sueco_	1
sued	1
suffer	3
suffered	12
suffering	3
sufferings	4
suffers	1
suffice	2
sufficient	22
sufficiently	3
suffolk	1
sugar	20
sugarcane	2
sugars	1
suggest	5
suggested	7
suggesting	2
suggestion	9
suggestions	4
suggests	2
suitability	1
suitable	4
suited	1
sul	1
sullenly	1
sulphate	5
sulphates	3
sulphides	2
sulphur	6
sum	9
sumatra	1
summer	5
summertime	1
summit	1
summoned	1
sumptuary	1
sums	7
sun	12
sundown	2
sung	1
sunk	6
sunlight	1
sunrise	1
sunset	3
sunsets	1
sunshine	2
supercargo	1
superficial	2
superhuman	1
superimposed	4
superior	1
supernatural	1
supersede	1
superseded	1
superunda	1
supplanters	1
supple	1
supplement	1
supplementary	1
supplemented	2
supplied	6
supplier	1
supplies	19
supply	23
supplying	8
support	5
supported	7
supporter	2
supporters	1
supporting	4
supports	1
supposedly	1
suppressed	1
suppressing	1
supremacy	1
supreme	6
sur	1
surface	8
surfaced	1
surgeon	4
surgeons	1
surmounted	1
surpassed	1
surplus	11
surprise	3
surprised	2
surprises	1
surprising	5
surprisingly	1
surrendered	1
surrounded	2
surrounding	1
surroundings	1
survey	2
surveyed	6
surveying	7
surveys	2
survival	1
survive	5
survived	4
survives	7
surviving	2
survivor	1
survivors	16
suspect	3
suspected	2
suspended	8
suspending	1
suspicion	1
suspicious	1
sustained	8
sustainedly	1
swam	4
swamp	3
swamps	2
swansea	1
swarmed	1
swarthy	1
sway	1
swayed	1
swear	1
swedish	1
sweep	1
sweet	14
sweetener	1
sweetly	3
sweetness	2
swells	1
swept	2
swiftly	2
swim	1
swimming	1
swing	1
swirling	1
swiss	7
switzerland	1
sword	4
swords	2
swung	1
symbols	2
sympathetic	5
sympathies	1
sympathise	2
sympathisers	1
sympathy	5
syndicates	1
synonymous	1
synthetic	1
system	42
systematic	2
systematically	2
systems	5
sánchez	1
t	3
tablas	1
table	2
tables	2
tablets	4
tabu	1
tacit	1
tacked	1
tacna	41
tact	1
tactics	1
tactless	1
tadeo	2
tahiti	1
tahitian	1
tailors	1
taitao	2
take	27
taken	58
takes	6
taking	32
talca	9
talcahuano	23
tale	9
talent	2
tales	3
talk	1
talked	4
tall	12
taller	1
tallest	1
tallow	1
taltal	16
tamarugal	1
tangalongo	1
tangible	1
tangle	2
tangled	2
tank	1
tanks	3
tanned	1
tannin	3
tara_	1
tarapacá	42
tarata	4
tariff	2
tariffs	3
tarried	1
task	6
tasks	1
taste	1
tasting	1
tattooed	1
taught	3
taunay	1
tawny	10
tax	21
taxation	1
taxed	1
taxes	12
tea	3
teachers	1
teaching	1
team	1
teams	1
tearing	1
teas	1
technical	12
technically	1
technique	1
teeth	2
tehuantepec	1
teja	1
telephone	1
tell	1
tells	3
temperamental	1
temperate	11
temperature	5
tempered	1
tempestad	1
temple	1
temples	3
temporarily	4
temporary	4
tempted	3
temuco	16
ten	32
tenacity	1
tend	2
tended	5
tendencies	1
tendency	4
tender	3
tenderest	1
tending	2
tends	4
tenements	1
teniente	19
tennis	1
tentative	2
tentatively	2
tenths	1
tents	2
tenure	1
teodoro	1
term	9
terminated	1
terminating	2
terminology	2
terminus	4
terms	40
tern	1
terra	1
terrace	1
terrible	13
terribly	1
terrific	2
terrifyingly	1
territorial	5
territories	1
territory	78
terror	1
terrorised	1
test	2
tested	1
tetragonus_	1
teutonic	1
textiles	5
texts	1
than	180
thanks	1
that	708
thatch	1
thatched	4
the	8698
theatres	1
theatrical	1
theft	1
their	234
them	98
themes	1
themselves	21
then	46
thence	12
thenceforth	5
theories	1
theory	5
there	182
therefore	11
therein	1
these	169
they	221
thick	21
thicket	3
thickets	2
thickly	9
thickness	4
thieves	1
thin	5
thing	6
things	3
think	6
thinkers	1
thinking	3
thinks	2
thinning	1
third	14
thirds	1
thirst	1
thirteen	5
thirty	32
this	397
thistle	1
thistles	3
thither	2
thomas	9
thompson	1
thomson	1
thong	2
thorn	1
thorns	2
thorny	4
thorough	1
thoroughly	6
those	44
though	3
thought	15
thoughtful	1
thousand	36
thousands	8
thread	5
threaded	1
threads	1
threat	1
threatened	7
threatening	2
three	115
threshold	1
threw	1
thrive	4
thrived	1
thriving	4
throne	2
thronged	2
through	76
throughout	21
throve	1
throwing	2
thrown	9
thrust	1
thundered	1
thus	17
tidal	3
tide	7
tidore	3
tie	1
tied	2
tiempos_	1
tierra	20
tierras	1
ties	2
tiled	1
tiles	1
till	3
tillert	1
tilted	4
tiltil	3
timber	12
timbered	1
timberlands	1
time	121
times	35
timidity	1
tin	3
tinges	1
tinned	1
tint	1
tinted	2
tints	2
tiny	5
tipped	1
tired	2
tireless	2
tis	1
titicaca	2
title	3
titles	1
to	2324
toads	1
toasted	3
tobacco	7
toco	4
tocopilla	12
tocorpuri	1
today	75
todos	6
toe	1
tofo	7
together	15
toil	1
toilet	1
token	1
tokens	1
told	10
toledo	4
tolerance	1
tolerant	1
toltén	2
tombstone	1
tomorrow	10
tomé	4
ton	13
tongoy	2
tongue	6
tonic	1
tonkin	1
tonnage	1
tons	85
tonsing	1
too	21
took	67
tools	7
tooth	1
top	7
topo	2
topographical	3
topographically	1
topped	1
tops	1
toquis	1
torch	1
toribio	3
torn	2
toro	2
toronto	1
torpedo	5
torpedoed	1
torpedos	2
torquemada	1
torrent	1
torrential	2
torrents	1
torrijos	1
tortolas	1
tortolita	1
torture	1
tossed	1
total	42
totalled	2
totalling	8
totals	2
touch	12
touched	3
touches	2
touching	2
tour	1
tourist	2
toward	1
towards	30
town	43
towns	27
townsfolk	1
trace	3
traced	1
traces	7
track	14
trackless	1
tracks	3
tract	2
tracts	4
trade	46
traded	2
trademark	14
traders	5
trades	1
tradiciones	1
trading	7
tradition	7
traditional	2
traditionally	2
traffic	34
tragedy	2
tragi	1
tragic	4
traiguen	5
trail	1
trails	4
train	9
trained	7
trainer	1
training	14
trains	1
traits	3
tramway	4
tramways	3
transactions	1
transandine	31
transandino	1
transcontinental	4
transcribe	1
transcriber	1
transcription	1
transferred	2
transferring	2
transformable	1
transformation	3
transformed	4
transforming	1
transhipping	1
transit	1
translates	1
translating	1
translation	1
translations	3
translucent	1
transmission	3
transparent	2
transplantados	1
transplantation	1
transport	31
transport_	1
transportation	4
transported	2
transporting	1
transports	3
transshipped	1
transvaal	1
transverse	1
transversely	1
trapped	2
travel	3
travelled	3
traveller	9
travellers	12
travelling	1
traverse	6
traversed	8
traverses	1
traversing	4
traves	1
treacherous	2
treacherously	1
treachery	1
treasure	15
treasurer	2
treasures	2
treasury	9
treat	1
treated	7
treaties	5
treating	1
treatment	8
treaty	11
tree	30
treeless	1
trees	34
tremendous	15
trench	2
trend	1
tres	3
trial	4
trials	3
tribal	4
tribe	2
tribes	21
tribunal	11
tributary	6
tribute	2
tributes	2
tricked	1
trickling	2
tried	11
tries	1
trifles	2
trifling	1
trimley	1
trimmed	1
trip	2
triple	1
tripping	1
triumph	2
triumphal	2
triumphant	1
triumphantly	1
trod	2
troops	20
tropical	5
trouble	15
troubled	5
troubles	10
troubling	3
trough	1
trout	1
truce	2
true	15
truest	1
trumpeter	1
trunk	3
trunks	2
trust	1
trusted	2
trusts	1
trustworthy	1
truth	2
try	2
trying	3
tuberosum_	1
tubes	1
tucapel	4
tucuman	4
tug	1
tugs	1
tumbled	1
tunnel	7
tunnels	1
tupac	3
tupungato	2
turbulent	5
turn	11
turned	16
turning	6
turnips	1
turnpikes	1
turns	2
turquoise	5
tutelage	1
tuukoihu	1
twelve	23
twenty	44
twice	2
twigs	2
twin	1
twisted	1
twists	1
two	173
type	5
types	3
typewriter	1
typical	7
typos	1
tyranny	2
u	11
ulloa	14
ulloa_	1
ulmen	1
ulterior	1
ultima	3
ultimately	3
umbelliferous	2
umber	1
un	2
unable	4
unanimity	1
unanimously	1
unassimilable	1
unauthorised	1
unavoidable	3
unaware	2
unbridged	1
unbroken	1
unbrokenly	2
uncertain	2
uncertainties	1
uncertainty	3
unchanged	1
unchanging	2
unclaimed	1
uncle	1
uncles	1
uncommon	2
uncontrolled	1
unctuous	1
uncultivable	2
uncultivated	2
undefeated	1
undeniable	1
undeniably	1
under	101
undercurrent	1
undergoing	1
undergone	4
underground	1
undergrowth	1
underhand	1
undermined	1
underneath	1
understand	4
understanding	3
understands	1
understood	2
undertaken	2
undertaking	1
undertook	1
underwent	1
undetermined	1
undeveloped	4
undiminished	1
undisputed	2
undisturbed	1
undoing	1
undoubted	1
undoubtedly	11
undying	1
unemployed	1
unemployment	1
unenforceability	1
unequal	1
unequalled	1
unexploited	1
unfair	2
unfamiliar	1
unfortunate	7
unfortunately	2
unfriendly	1
unglazed	1
ungrateful	2
unguarded	1
unhappy	2
unhealthy	3
unification	1
unified	3
uniform	6
uniformly	1
uninhabited	1
unintelligible	1
unintroduced	1
union	2
unique	3
unit	2
unite	1
united	56
uniting	2
units	1
unity	2
universally	1
universities	2
university	4
unión	1
unkindly	1
unknown	7
unless	7
unlike	1
unlikely	7
unlink	1
unload	1
unloading	1
unlovely	1
unlucky	3
unmade	1
unmarried	1
unnaturally	1
unparalleled	2
unpleasant	1
unpopular	4
unprecedented	2
unprecedentedly	1
unproductive	3
unproductivity	1
unprofitable	1
unprotected	2
unqualified	1
unreconciled	1
unredeemed	1
unrelenting	1
unreservedly	1
unrest	2
unsatisfactory	1
unscrupulous	1
unseaworthy	3
unsettled	2
unsolicited	1
unstinted	1
unsubdued	1
unsuitable	1
unsupported	1
unsuspected	3
unsuspecting	1
unsympathetic	1
untamed	1
untempting	1
untended	1
until	64
untouched	3
untutored	1
unusual	5
unvarying	1
unwanted	2
unworked	3
up	111
updated	1
upheaval	1
upheavals	2
upheaved	1
uphold	1
upkeep	1
upland	1
uplands	3
upon	312
upper	6
upright	1
uproar	1
upwards	4
urdaneta	1
urged	2
urgent	2
urges	1
uros	1
urrutia	2
urueta	1
uruguay	2
uruguayan	1
us	9
usage	1
use	57
used	59
useful	11
usefulness	1
useless	4
uselessness	1
user	3
users	2
uses	2
using	10
uspallata	2
usual	7
usually	16
ut	1
utah	1
utensils	2
utilisable	1
utilisation	3
utilised	3
utilising	4
utilities	2
utilization	1
utmost	2
utrecht	1
utter	1
utterly	1
v	10
vaccination	1
vacuum	1
vainly	2
valdes	2
valdivia	89
vale	1
vales	2
valiant	2
valledor	1
vallenar	5
valley	30
valleys	11
valorem	1
valorised	2
valparaiso	90
valuable	14
value	35
valueless	1
values	9
vanilla	2
vanished	1
vanishing	2
vanity	1
vantage	1
vapores	1
varas	4
variable	1
varied	3
varies	4
varieties	6
variety	3
various	15
variously	1
varnishes	1
vary	5
varying	2
vasco	1
vasquez	1
vast	7
vastly	1
vat	1
vats	5
veedor	1
vegetable	6
vegetables	7
vegetation	3
vehicle	1
vehicles	1
veil	3
veiled	1
vein	1
veins	8
velasco	1
veliz	1
venerable	1
venerated	1
venezuela	3
venezuelan	1
venomous	1
venture	1
verde	1
verdure	1
vermifuge	1
vermin	1
vernon	1
versa_	1
versailles	1
verse	4
verses	1
versifiers	1
version	1
versos	1
vertical	1
very	42
vessel	30
vessels	81
vi	5
via	5
vicente	4
viceregal	3
viceroy	25
viceroyalties	1
viceroyalty	5
viceroys	5
vichuquén	1
vicinity	6
victimisation	1
victor	3
victoria	4
victories	1
victorious	1
victors	1
victory	4
vicuña	5
videla	1
vied	1
viedma	4
viejo	1
viel	1
view	20
viewed	1
viewing	2
viewpoint	1
views	5
vigorous	7
vigorously	1
vii	7
viii	2
vildósola	1
vile	1
villa	7
village	8
villagers	1
villages	9
villagra	3
villarica	4
vilos	1
vine	4
vines	5
vineyard	2
vineyards	8
viniculture	2
vintages	1
violates	1
violation	1
violations	2
violence	4
violent	8
violently	1
violet	6
viracocha	1
virgen	1
virgin	1
virginia	1
virgins	4
virtue	3
virtues	1
virtuous	2
virus	1
visible	2
visibly	1
vision	6
visions	1
visit	10
visited	14
visiting	7
visitor	11
visitors	6
visits	6
vistas	1
vital	5
vivacious	1
vivid	1
viña	12
vogue	1
voice	1
void	1
volcanic	6
volcano	12
volcanos	4
volcán	3
voltaire	1
volume	3
volumes	4
voluntary	2
volunteer	1
volunteers	10
vote	5
voted	1
voting	3
voyage	11
voyaged	1
voyagers	1
voyages	1
vulture	1
vultures	1
w	8
wage	2
wager	5
wages	9
waggons	1
wagons	2
waif	1
waist	2
wait	5
waited	6
wake	2
walk	2
walked	2
walking	1
walks	1
wall	9
walls	3
walnuts	3
walter	2
wand	1
wane	1
waning	1
want	4
wanted	7
war	119
war_	1
ware	1
warehouse	1
warehouses	4
wares	1
warfare	1
warlike	1
warm	3
warmer	1
warmly	2
warned	1
warning	3
warped	1
warrant	1
warranted	2
warranties	3
warranty	2
wars	10
warship	1
warships	3
wartime	2
wary	1
was	908
washed	1
washing	2
washington	7
waste	7
wasted	1
watch	3
watched	6
watchers	1
watches	1
watching	1
water	73
watercourse	1
watered	8
waterfall	1
watering	4
waterless	5
watermen	1
waters	19
watershed	1
waterside	1
waterway	3
waterways	7
watling	2
wattled	2
wave	6
waved	1
wavering	1
waves	3
waxen	1
way	67
ways	5
wayside	1
we	32
weak	2
weakened	1
wealth	19
wealthier	2
wealthy	7
weapon	2
weapons	3
wear	2
wearing	1
wears	1
weather	17
weathered	1
weaving	5
web	1
website	4
wedding	1
wedlock	1
weed	5
week	6
weekly	1
weeks	6
weighed	2
weigher	2
weighing	2
weight	2
weights	3
weighty	1
welcome	4
welcomed	3
welcomer	1
welfare	2
well	149
wellington	1
wells	1
welsh	2
went	59
were	468
west	75
westerly	2
western	26
westward	2
wet	3
whales	1
wharf	1
wharves	2
what	33
whatever	8
whatsoever	2
wheat	20
wheatfields	2
wheel	3
wheels	2
wheelwright	1
when	277
whence	3
whenever	3
where	142
wherever	2
whether	22
which	242
whiff	1
while	120
whip	1
whisky	1
whistle	1
white	36
whitish	1
whitworth	1
who	170
whole	31
wholeheartedly	1
wholesale	1
whom	27
whose	48
why	6
wicked	1
wide	28
wideawake	1
widely	7
wider	1
widespread	6
widest	3
widow	1
width	3
wife	3
wild	37
wilder	1
wilderness	2
wilkinson	2
will	61
willem	1
william	1
willing	1
williwaws	1
willows	2
wind	11
winding	2
window	3
windowless	2
windows	2
winds	11
wine	18
wines	6
winter	12
wintered	1
winterii_	1
wintering	1
winters	1
wiped	1
wireless	1
wise	6
wish	4
wished	4
wishing	2
wit	1
witch	2
witchcraft	3
with	994
withdraw	2
withdrawal	3
withdrawing	2
withdrawn	1
withdrew	2
withered	1
within	36
without	50
withstand	1
witness	4
witnessed	2
witnesses	3
wives	6
wizard	1
wolsey	1
woman	12
women	39
womenfolk	1
won	3
wonderful	7
wonderfully	1
wood	28
wooded	9
wooden	18
woodes	1
woodland	19
woodlands	2
woods	16
woodsman	1
wool	10
woollen	5
worcester	1
word	9
words	2
wordy	1
work	142
workable	1
worked	18
worker	8
workers	32
working	18
workings	1
workman	3
workmanship	1
workmen	10
works	68
world	69
worn	2
worse	5
worst	7
worth	22
worthless	1
worthy	2
would	53
wound	1
wounded	2
wounds	2
wove	1
woven	5
wrapped	3
wreck	4
wrecked	5
wrecks	1
wrested	2
wretched	5
wretchedness	1
write	1
writer	11
writers	15
writes	1
writing	12
writings	1
written	11
wrong	2
wronged	1
wrote	8
www	10
x	2
xi	2
xii	2
xiii	2
xiv	4
xv	2
xvi	2
xvii	2
xviii	2
y	13
yahgans	4
yahuar	1
yard	2
yardarm	2
yards	6
yarns	2
yarrow	1
yawl	2
year	97
yearly	15
years	183
yellow	9
yerba	2
yerbas	1
yes	1
yesterday	1
yet	34
yield	10
yielded	13
yielding	20
yields	4
yoke	3
york	14
you	81
young	48
younger	6
your	16
youth	10
youthful	1
yrisarri	1
yugo	3
yumbel	1
yungay	3
yupanqui	3
zambrano	1
zapallar	2
zapallo	1
zapata	2
zarate	4
zayla	1
zeal	2
zealand	2
zenteno	1
zentner	1
zero	1
zola	1
zone	5
zones	6
zuñiga	1
á	1
état_	1
être_	3
